fiidscoreds,fcnumsolicitud,fiidplataforma_serc,fipaiscu,ficanalcu,fisucursalcu,fifoliocu,fiidflujo,fiidsegmento,fiidsegmentobaz,fiidsegmento21,fnpuntaje,fcnombreproducto,fccolor,finivelriesgo,fdregistro,fisucursal,fdfecsol,fcdescgrupo,fitipocred,fitiposol,fctipoproceso,vintage,producto_orig,flg_neta,flg_prioridad,flg_inmediato,fcempnum,fiidplataforma,fiidtiposolicitud,idpersona,ficonsecutivosol,fcdescripcion,descripcion_rechazo,descripcionsubstatus,producto,estatus_final,flg_ou,cte_unico,last_sol,pais_cu,canal_cu,sucursal_cu,folio_cu,formato_cyc,digital,fiunidadnegocio,grupo,subgrupo,m_produc,color_nr_v2,b_riesgo_nr,solicitud_alert,semana_alert,finopedido,fdfechasurt,fdcsaldocapital,b_malo14_26,b_malo14_52,b_malo2_4,b_malo4_6,b_malo8_13,b_malo8_16,first_payment_default2,second_payment_default2,semana_str,semana_num,max_fiidscoreds,plataforma,vintage_eval,flg_surtida,vintage_bis,dif,dif2,flg_baz_boost
48963236,20251227866972861974110521544274139081,1,1,1,2110,28545,15,8,,3,563,Italika,VERDE,3,27DEC2025:00:00:00,2111,27DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202512278669728619741105215442741390,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-2110-28545,1.0,1,1,2110,28545,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,447182,29DEC2025:00:00:00,9490.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,2,2,0
47968826,2024091080658688199510162173764778982,1,1,9,8672,6474,15,5,,3,470,Prestamos Personales,ROJO,1,22OCT2025:00:00:00,6027,22OCT2025,,,,,2025.43,PRESTAMOS,1.0,1.0,0.0,1049124.0,1.0,8.0,20240910806586881995101621737647789,2.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-9-8672-6474,1.0,1,9,8672,6474,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Rojo,R2,20231110150408150409366145,2026.01,578577,03JAN2026:00:00:00,2750.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.43,1,2026.01,73,73,0
49094923,2026010582698683199605296196413138281,1,1,1,2901,118191,15,6,,1,580,Italika,VERDE,2,05JAN2026:00:00:00,403,05JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,20260105826986831996052961964131382,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-2901-118191,1.0,1,1,2901,118191,TERCEROS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R3,20180119172908172908901169,2026.02,79101,05JAN2026:00:00:00,27999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49140422,20260109776568671984030701726591312081,1,1,39,2698,3157,14,5,,3,582,Consumo / Otras Mercancias,VERDE,2,09JAN2026:00:00:00,6022,09JAN2026,,,,,2026.02,CONSUMO,1.0,1.0,1.0,,1.0,238.0,202601097765686719840307017265913120,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-39-2698-3157,1.0,1,39,2698,3157,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.02,619305,09JAN2026:00:00:00,30517.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,1
48408934,20250704776986741998031541931770140781,41,1,1,6923,152436,15,6,,1,538,Consumo / Otras Mercancias,AMARILLO,1,17NOV2025:00:00:00,2081,17NOV2025,,,,,2025.47,CONSUMO,1.0,1.0,0.0,1053151.0,41.0,8.0,202507047769867419980315419317701407,1.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-6923-152436,1.0,1,1,6923,152436,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,Verde,R3,20180715160226160226838621,2026.01,744101,02JAN2026:00:00:00,3360.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.47,1,2026.01,46,46,0
48894408,20251222866571772006062021317717861681,33,1,1,7604,44902868,14,10,,3,555,Prestamos Personales,VERDE,3,22DEC2025:00:00:00,4284,26DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1194613.0,1.0,8.0,202512228665717720060620213177178616,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7604-44902868,1.0,1,1,7604,44902868,PROPIOS,0,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700030184,29DEC2025:00:00:00,4000.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Digital,2025.52,1,2026.01,3,7,1
48968980,20251227776966691991020142123395741381,39,1,1,2765,66450,15,3,,3,666,Prestamos Personales,VERDE,1,27DEC2025:00:00:00,4505,01JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512277769666919910201421233957413,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2765-66450,1.0,1,1,2765,66450,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700007342,01JAN2026:00:00:00,8700.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.52,1,2026.01,0,5,0
49020268,20251230768582741985062422240361716781,1,1,1,178,40896,15,3,,3,649,Italika,VERDE,1,31DEC2025:00:00:00,9475,31DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202512307685827419850624222403617167,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-178-40896,1.0,1,1,178,40896,PROPIOS,0,500,Consumo,Movilidad,ITALIKA,NA,,,2026.01,195278,31DEC2025:00:00:00,1899.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49105145,20260106836574681995081361649367379881,1,1,1,3340,86034,15,3,,3,700,Italika,VERDE,1,06JAN2026:00:00:00,9782,06JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601068365746819950813616493673798,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-3340-86034,1.0,1,1,3340,86034,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,143907,06JAN2026:00:00:00,22998.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49090512,2026010577698474199801238161262642281,1,1,1,9735,12041,15,3,,3,625,Prestamos Personales,VERDE,2,05JAN2026:00:00:00,9703,05JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,0.0,1186309.0,1.0,8.0,20260105776984741998012381612626422,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9735-12041,1.0,1,1,9735,12041,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,Rojo,R3,20210614134236134236494289,2026.02,152041,06JAN2026:00:00:00,20999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,1,1,0
48953982,2025122765656577198903086124262202481,6,1,1,8316,41307,15,5,,3,617,Prestamos Personales,VERDE,2,27DEC2025:00:00:00,8316,27DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,1.0,,6.0,238.0,20251227656565771989030861242622024,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-8316-41307,1.0,1,1,8316,41307,PROPIOS,1,575,Efectivo,Efectivo,CRED EFEC,Rojo,R3,20190429180020180021262365,2026.01,700040382,30DEC2025:00:00:00,20000.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Digital,2025.52,1,2026.01,3,3,0
48944695,20251226656566651983061361417858505781,1,1,1,6745,31924,15,7,,2,596,Prestamos Personales,VERDE,2,26DEC2025:00:00:00,6745,26DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512266565666519830613614178585057,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-6745-31924,1.0,1,1,6745,31924,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.02,796160,06JAN2026:00:00:00,1499.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.52,1,2026.02,11,11,0
49057641,20260103836982821976082341410200269181,1,1,1,5254,63825,15,2,,2,568,Italika,VERDE,3,03JAN2026:00:00:00,3997,03JAN2026,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601038369828219760823414102002691,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-5254-63825,1.0,1,1,5254,63825,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Verde,R2,20180604102449102449929624,2026.01,1071163,03JAN2026:00:00:00,23829.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48999247,2025122977697271197612230203396220481,1,1,16,1156,1527518,15,2,,2,582,Prestamos Personales,VERDE,2,29DEC2025:00:00:00,9513,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20251229776972711976122302033962204,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-16-1156-1527518,1.0,1,16,1156,1527518,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,152706,29DEC2025:00:00:00,21908.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48994982,20251229718579822004060481632352261381,1,1,1,7604,2521393,15,10,,2,685,Prestamos Personales,VERDE,1,29DEC2025:00:00:00,1559,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,276517.0,1.0,8.0,202512297185798220040604816323522613,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7604-2521393,1.0,1,1,7604,2521393,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700025465,30DEC2025:00:00:00,6700.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,1,1,0
48995122,20251229786576651971091321711965269881,1,1,1,9305,4112818,15,3,,3,656,Prestamos Personales,VERDE,1,29DEC2025:00:00:00,1601,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512297865766519710913217119652698,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9305-4112818,1.0,1,1,9305,4112818,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700028488,29DEC2025:00:00:00,9100.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49036865,20260102686586831998030981127538286681,1,1,1,9305,4118408,15,3,,3,571,Italika,VERDE,2,02JAN2026:00:00:00,6143,02JAN2026,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601026865868319980309811275382866,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-9305-4118408,1.0,1,1,9305,4118408,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,1378049,02JAN2026:00:00:00,45999.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49126482,2025092982696576200709070193459236382,1,1,1,7604,46360624,14,2,,2,542,Prestamos Personales,AMARILLO,1,08JAN2026:00:00:00,915,28DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1034462.0,1.0,8.0,20250929826965762007090701934592363,2.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7604-46360624,1.0,1,1,7604,46360624,PROPIOS,0,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,10100,08JAN2026:00:00:00,2500.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,11,0,1
49155304,20260110767971741961080401953984275681,1,1,1,8751,14955,15,2,,2,609,Italika,VERDE,2,10JAN2026:00:00:00,9786,10JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601107679717419610804019539842756,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-8751-14955,1.0,1,1,8751,14955,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Rojo,R3,20180228122709122710220804,2026.02,156820,10JAN2026:00:00:00,25671.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49087732,20260105807982661990011821411316981881,1,1,1,9305,2924346,15,3,,3,608,Italika,VERDE,2,05JAN2026:00:00:00,4307,05JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601058079826619900118214113169818,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-9305-2924346,1.0,1,1,9305,2924346,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,1746868,05JAN2026:00:00:00,27398.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
46038364,20250618726976741999082482011259661181,1,1,1,9305,3600982,14,3,,3,542,Italika,AMARILLO,1,18JUN2025:00:00:00,9671,28DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,0.0,1179131.0,1.0,76.0,202506187269767419990824820112596611,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-9305-3600982,1.0,1,1,9305,3600982,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,226472,02JAN2026:00:00:00,3198.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.25,1,2026.01,5,198,1
48821016,20240913718571741986101002028302123081,6,1,33,9546,455723,15,5,,3,539,Prestamos Personales,AMARILLO,1,16DEC2025:00:00:00,8003,04JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1175845.0,1.0,8.0,202409137185717419861010020283021230,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-33-9546-455723,1.0,1,33,9546,455723,PROPIOS,0,495,Consumo,Conectividad,TELEFONIA,Rojo,R2,20211206234008234008840003,2026.02,1934987,05JAN2026:00:00:00,7334.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.51,1,2026.02,1,20,0
47348321,2025091190657765197612068151643680081,1,1,1,2224,55597,14,3,,3,557,Prestamos Personales,VERDE,3,11SEP2025:00:00:00,2224,11SEP2025,,,,,2025.37,PRESTAMOS,1.0,1.0,0.0,1147053.0,1.0,8.0,20250911906577651976120681516436800,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-2224-55597,1.0,1,1,2224,55597,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,Verde,R3,,2026.01,700018025,02JAN2026:00:00:00,9100.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.37,1,2026.01,113,113,1
48988992,20251228666577831996051841438760624681,1,1,1,1562,155850,15,3,,3,629,Consumo / Otras Mercancias,VERDE,1,29DEC2025:00:00:00,9155,29DEC2025,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,1.0,238.0,202512286665778319960518414387606246,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-1562-155850,1.0,1,1,1562,155850,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,12050,29DEC2025:00:00:00,1399.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48965909,20251104776967771993040161526824424281,1,1,1,9305,2238769,15,6,,1,660,Prestamos Personales,VERDE,1,27DEC2025:00:00:00,1252,27DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1150925.0,1.0,8.0,202511047769677719930401615268244242,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-2238769,1.0,1,1,9305,2238769,PROPIOS,0,576,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700001340,29DEC2025:00:00:00,12000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,2,2,0
49107629,202601068273717419760214019217403366761,1,1,1,2752,43554,15,3,,3,559,Italika,VERDE,3,06JAN2026:00:00:00,2225,06JAN2026,,,,,,,,,,,,,,,,,,,,1,,,1,1,2752,43554,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,1981873,07JAN2026:00:00:00,31699.0,0,0,0,0,0,0,,,,202602,49107629.0,Fisico,2026.02,1,2026.02,1,1,0
49076902,20250212666970741973020801933861230681,1,1,9,6819,20088,15,5,,3,740,Italika,VERDE,1,04JAN2026:00:00:00,1148,04JAN2026,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202502126669707419730208019338612306,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-9-6819-20088,1.0,1,9,6819,20088,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,6935,04JAN2026:00:00:00,21999.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48997790,20251229707972752003102441856483705981,1,1,1,9305,1724144,15,5,,2,608,Prestamos Personales,VERDE,2,29DEC2025:00:00:00,2063,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512297079727520031024418564837059,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9305-1724144,1.0,1,1,9305,1724144,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,744501,29DEC2025:00:00:00,5699.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48486581,20251107836583831984051981426692409381,1,1,1,1672,50313,15,3,,3,706,Prestamos Personales,VERDE,1,22NOV2025:00:00:00,1672,22NOV2025,,,,,2025.47,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202511078365838319840519814266924093,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-1672-50313,1.0,1,1,1672,50313,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,1710464,03JAN2026:00:00:00,13947.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.47,1,2026.01,42,42,0
49083269,2025042065658277200307210820503881382,9,1,1,9305,2392226,15,1,,1,572,Italika,VERDE,2,05JAN2026:00:00:00,1492,05JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,0.0,1197689.0,9.0,8.0,20250420656582772003072108205038813,2.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-9305-2392226,1.0,1,1,9305,2392226,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R1,20240513132409132409833387,2026.02,746377,06JAN2026:00:00:00,33694.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.02,1,2026.02,1,1,0
48967658,20251222676590851996010261450801397882,6,1,1,9305,4095903,15,1,,1,575,Prestamos Personales,VERDE,2,27DEC2025:00:00:00,429,27DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,329927.0,6.0,8.0,202512226765908519960102614508013978,2.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-4095903,1.0,1,1,9305,4095903,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700010875,29DEC2025:00:00:00,4000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.52,1,2026.01,2,2,0
49166112,20260111806972661995092621933468884381,1,1,16,1156,1157889,15,3,,3,629,Italika,VERDE,1,11JAN2026:00:00:00,4886,11JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601118069726619950926219334688843,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-16-1156-1157889,1.0,1,16,1156,1157889,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,984472,11JAN2026:00:00:00,31999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48874459,20250116836576671990092161952644311783,37,1,1,1085,79056,14,5,,3,536,Prestamos Personales,AMARILLO,1,20DEC2025:00:00:00,9188,20DEC2025,,,,,2025.51,PRESTAMOS,1.0,1.0,0.0,1199109.0,37.0,8.0,202501168365766719900921619526443117,3.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-1085-79056,1.0,1,1,1085,79056,TERCEROS,0,4,Efectivo,Efectivo,CRED EFEC,Rojo,R2,20210317131006131006581061,2026.01,3812,29DEC2025:00:00:00,6600.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.51,1,2026.01,9,9,1
48374704,202511166565688620051010815663364381,1,1,9,8415,4735,15,3,,3,558,Prestamos Personales,VERDE,3,16NOV2025:00:00:00,1834,16NOV2025,,,,,2025.46,PRESTAMOS,1.0,1.0,0.0,322316.0,1.0,8.0,2025111665656886200510108156633643,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-9-8415-4735,1.0,1,9,8415,4735,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700010864,30DEC2025:00:00:00,2000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.46,1,2026.01,44,44,0
49004206,2025032986738271200010174194166568481,6,1,1,5364,99117,15,5,,3,497,Mi Negocio,ROJO,1,30DEC2025:00:00:00,4460,23DEC2025,,,,,2025.52,,1.0,1.0,0.0,1181033.0,6.0,8.0,20250329867382712000101741941665684,1.0,Autorizada,,Liberada sin TAZ,Mi Negocio Azteca,Autorizada,1,1-1-5364-99117,1.0,1,1,5364,99117,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Verde,R1,20230624113156113157031532,2026.02,284618,08JAN2026:00:00:00,2700.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.01,1,2026.02,16,9,0
49102704,2026010367797776198110062154312848081,1,1,1,2082,60295,15,3,,3,709,Prestamos Personales,VERDE,1,06JAN2026:00:00:00,2082,06JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20260103677977761981100621543128480,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2082-60295,1.0,1,1,2082,60295,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700026563,06JAN2026:00:00:00,8500.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48830063,20251217777982871987120801646383740081,41,1,9,8287,257,15,3,,3,565,Mi Negocio,VERDE,3,17DEC2025:00:00:00,8287,03JAN2026,,,,,2026.01,,1.0,1.0,0.0,151637.0,41.0,8.0,202512177779828719871208016463837400,2.0,Autorizada,,Liberada sin TAZ,Mi Negocio Azteca,Autorizada,1,1-9-8287-257,1.0,1,9,8287,257,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.02,76575,05JAN2026:00:00:00,13304.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.51,1,2026.02,2,19,0
49021148,20251231827986871984042041340156411381,1,1,1,2684,65802,15,2,,2,577,Italika,VERDE,2,31DEC2025:00:00:00,3144,31DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202512318279868719840420413401564113,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-2684-65802,1.0,1,1,2684,65802,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,622152,31DEC2025:00:00:00,23694.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48998469,20251229656583672001122801944103856381,1,1,33,9546,1905451,15,5,,3,528,Italika,AMARILLO,2,29DEC2025:00:00:00,6189,29DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,0.0,677079.0,1.0,8.0,202512296565836720011228019441038563,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-33-9546-1905451,1.0,1,33,9546,1905451,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,291695,30DEC2025:00:00:00,52199.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,1,1,0
49092998,20250213656567771974012081627108357381,1,1,1,4608,124676,15,5,,2,613,Telefonia y Computo,VERDE,2,05JAN2026:00:00:00,9750,05JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202502136565677719740120816271083573,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-4608-124676,1.0,1,1,4608,124676,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,193048,05JAN2026:00:00:00,6998.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49003586,20251230676577691953090201145613309281,1,1,1,3201,5809,15,5,,3,650,Italika,VERDE,1,30DEC2025:00:00:00,7142,30DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202512306765776919530902011456133092,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-3201-5809,1.0,1,1,3201,5809,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,485077,30DEC2025:00:00:00,42499.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48914081,20250706826977771979121581518713962981,39,1,1,4996,84891,15,5,,3,541,Prestamos Personales,AMARILLO,1,23DEC2025:00:00:00,9427,23DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1200308.0,39.0,8.0,202507068269777719791215815187139629,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-4996-84891,1.0,1,1,4996,84891,PROPIOS,1,575,Efectivo,Efectivo,CRED EFEC,Rojo,R1,20200625183802183802842014,2026.01,700021754,29DEC2025:00:00:00,19100.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.52,1,2026.01,6,6,0
49110659,20260107866567651993020501036197223481,1,1,1,6570,123741,15,8,,3,558,Italika,VERDE,3,07JAN2026:00:00:00,3195,07JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,0.0,1127636.0,1.0,8.0,202601078665676519930205010361972234,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-6570-123741,1.0,1,1,6570,123741,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,228111,08JAN2026:00:00:00,5945.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,1,1,0
49057586,20260103707976741992050941411120813881,1,1,1,9700,82423,14,3,,3,564,Prestamos Personales,VERDE,3,03JAN2026:00:00:00,9700,03JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1108550.0,1.0,8.0,202601037079767419920509414111208138,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9700-82423,1.0,1,1,9700,82423,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.02,1465066,10JAN2026:00:00:00,1696.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.01,1,2026.02,7,7,1
